,eps,G_up,G_down
636,3.1868168168168167,254401.56234051776,122093.00262255128
637,3.191811811811812,255389.39753966883,122330.83878160428
638,3.1968068068068067,256382.14467421896,122569.76079319647
639,3.201801801801802,257379.82465085387,122809.77305141275
640,3.2067967967967967,258382.4584477098,123050.87996482829
641,3.2117917917917915,259390.06711455376,123293.08595654432
642,3.2167867867867868,260402.67177296418,123536.3954642236
643,3.2217817817817815,261420.2936165115,123780.81294012614
644,3.2267767767767768,262442.95391093934,124026.3428511449
645,3.2317717717717716,263470.6739943456,124272.98967884155
646,3.236766766766767,264503.4752773643,124520.75791948236
647,3.2417617617617616,265541.37924334744,124769.65208407395
648,3.246756756756757,266584.4074485472,125019.67669839945
649,3.2517517517517516,267632.58152229845,125270.8363030543
650,3.256746746746747,268685.92316720146,125523.1354534825
651,3.2617417417417416,269744.4541593051,125776.5787200125
652,3.266736736736737,270808.19634828984,126031.17068789358
653,3.2717317317317316,271877.1716576521,126286.91595733189
654,3.276726726726727,272951.4020848874,126543.81914352684
655,3.2817217217217216,274030.9097016751,126801.88487670745
656,3.286716716716717,275115.7166540627,127061.11780216866
657,3.2917117117117116,276205.84516265045,127321.52258030779
658,3.296706706706707,277301.31752277724,127583.10388666122
659,3.3017017017017016,278402.156104705,127845.86641194063
660,3.306696696696697,279508.3833538049,128109.81486206982
661,3.3116916916916916,280620.0217907431,128374.95395822136
662,3.3166866866866864,281737.09401166736,128641.28843685336
663,3.3216816816816817,282859.6226883931,128908.82304974605
664,3.3266766766766764,283987.63056859066,129177.56256403889
665,3.3316716716716717,285121.14047597215,129447.51176226728
666,3.3366666666666664,286260.17531047907,129718.67544239962
667,3.3416616616616617,287404.7580484698,129991.05841787424
668,3.3466566566566565,288554.91174290795,130264.66551763655
669,3.3516516516516517,289710.6595235501,130539.50158617593
670,3.3566466466466465,290872.0245971349,130815.5714835633
671,3.3616416416416417,292039.0302475719,131092.88008548802
672,3.3666366366366365,293211.69983613037,131371.43228329526
673,3.3716316316316317,294390.0568016291,131651.23298402352
674,3.3766266266266265,295574.12466062617,131932.28711044192
